Corr-Diag Corr-Full Corr-Swap Data Epoch Loss MMD-Full MMD-Swap Mean
0.23458081483840942 0.7631727457046509 0.5219072103500366 test 9.0 0.3500402867794037 0.17914532124996185 0.13581593334674835 0.04134555160999298
0.2437094748020172 0.740856409072876 0.5085740685462952 train 10.0 0.33861383944749834 0.17186671420931815 0.13233900740742682 0.03666851669549942
0.244540736079216 0.7414052486419678 0.5044488310813904 test 10.0 0.3287976384162903 0.1641002744436264 0.13338927924633026 0.033929456025362015
0.25279468297958374 0.7219469547271729 0.4936325252056122 train 11.0 0.3141593687236309 0.15745966620743274 0.12586621064692735 0.03025747276842594
0.2537494897842407 0.7197964787483215 0.4888821840286255 test 11.0 0.29149749875068665 0.15075165033340454 0.11296933144330978 0.027505092322826385
0.26157498359680176 0.6966961026191711 0.47910183668136597 train 12.0 0.29280535206198693 0.14484500400722028 0.12049125488847494 0.02479700930416584
0.2625621259212494 0.6948347687721252 0.4747365117073059 test 12.0 0.2858993709087372 0.13911817967891693 0.12214060127735138 0.02211141213774681
0.272478312253952 0.6700447201728821 0.46314576268196106 train 13.0 0.2652930419892073 0.1342302206903696 0.10679257605224848 0.019988788291811943
0.27424922585487366 0.6670665144920349 0.4585862457752228 test 13.0 0.2533886432647705 0.12969176471233368 0.10237151384353638 0.017797093838453293
0.2847783863544464 0.6489628553390503 0.4488147795200348 train 14.0 0.24932897947728633 0.12519910670816897 0.10269710365682841 0.016550056636333466
0.28689685463905334 0.6417279243469238 0.4436432719230652 test 14.0 0.2402590811252594 0.12189440429210663 0.09958543628454208 0.014455251395702362
0.29623255133628845 0.6228511333465576 0.43431776762008667 train 15.0 0.23613914735615255 0.11754693426191806 0.09973147474229335 0.01322943065315485
0.2986976206302643 0.6126457452774048 0.42894789576530457 test 15.0 0.23270536959171295 0.11424946784973145 0.10221302509307861 0.011217876337468624
0.30823156237602234 0.5993428230285645 0.42006322741508484 train 16.0 0.22164686135947703 0.11052383631467819 0.09467747900635004 0.010781526565551758
0.3110676407814026 0.5890291929244995 0.4146570861339569 test 16.0 0.2166275680065155 0.10836764425039291 0.09401411563158035 0.008961185812950134
0.322037011384964 0.5755143165588379 0.404017835855484 train 17.0 0.20861675217747688 0.10462843365967274 0.08967212419956923 0.008607366122305393
0.32509320974349976 0.564817488193512 0.3994182348251343 test 17.0 0.2126205414533615 0.1037364974617958 0.09645748883485794 0.007378906011581421
0.33648136258125305 0.5510923266410828 0.3880308270454407 train 18.0 0.19870980642735958 0.09972423408180475 0.08662352040410042 0.006918269209563732
0.3401394486427307 0.5379024147987366 0.3834719657897949 test 18.0 0.1953563690185547 0.0992785170674324 0.08536407351493835 0.005791576579213142
0.35131776332855225 0.5283799767494202 0.3735826015472412 train 19.0 0.1901591930538416 0.09544798452407122 0.08402344696223736 0.005571812391281128
0.3552030622959137 0.5128006935119629 0.36813247203826904 test 19.0 0.18597881495952606 0.09536871314048767 0.08144203573465347 0.0045006731525063515
0.36720871925354004 0.50494784116745 0.3574351370334625 train 20.0 0.1812071818858385 0.09167442806065082 0.08031765874475241 0.0043982891365885735
0.37171420454978943 0.4906548857688904 0.3521881103515625 test 20.0 0.180890753865242 0.09211836755275726 0.08079542219638824 0.0035448928829282522
0.38370275497436523 0.48552078008651733 0.34230273962020874 train 21.0 0.17411771230399609 0.08848486728966236 0.07763726674020291 0.0034768700134009123
0.38819992542266846 0.47000959515571594 0.33811530470848083 test 21.0 0.1715475618839264 0.08933812379837036 0.07530304044485092 0.0028353009838610888
0.4006846845149994 0.4649612009525299 0.32771462202072144 train 22.0 0.16789221987128258 0.08544623013585806 0.07551875188946724 0.002749976934865117
0.4052599370479584 0.4507546126842499 0.3245762884616852 test 22.0 0.1766815483570099 0.08687564730644226 0.08377403765916824 0.0022372063249349594
0.4170132577419281 0.44990789890289307 0.3156309723854065 train 23.0 0.16293349228799342 0.08299986813217401 0.07390077039599419 0.0022433397825807333
0.4221227765083313 0.4337576925754547 0.31094974279403687 test 23.0 0.16392835974693298 0.08467984944581985 0.07394842058420181 0.0017610612558200955
0.4348544180393219 0.43227246403694153 0.30125999450683594 train 24.0 0.15751824006438256 0.08049265705049038 0.07175619145855308 0.001702981535345316
0.44002681970596313 0.41624173521995544 0.2981383502483368 test 24.0 0.16439808905124664 0.08273737877607346 0.07701233774423599 0.0013485042145475745
0.45256632566452026 0.41575711965560913 0.2883387506008148 train 25.0 0.1538050003349781 0.07865154147148132 0.07051665596663952 0.0013195985229685903
0.4580261707305908 0.39967021346092224 0.2844756841659546 test 25.0 0.1518528014421463 0.08076591044664383 0.06701382249593735 0.000982034602202475
0.4704208970069885 0.39998847246170044 0.2754215896129608 train 26.0 0.149174827337265 0.07663496006280184 0.06844806652516126 0.0010530565632507205
0.4760752320289612 0.3841246962547302 0.2713319659233093 test 26.0 0.15692539513111115 0.0791497752070427 0.07416733354330063 0.0007542077219113708
0.4886905252933502 0.3850882351398468 0.26381829380989075 train 27.0 0.14536389857530593 0.07497584261000156 0.06675146939232945 0.0008510192856192589
0.493895560503006 0.3717082738876343 0.2607412338256836 test 27.0 0.15248535573482513 0.07781309634447098 0.07140268385410309 0.0006177372997626662
0.5073226094245911 0.37041401863098145 0.25203824043273926 train 28.0 0.1413869421929121 0.07344174794852734 0.06468322081491351 0.0006841493304818869
0.5132701992988586 0.35721248388290405 0.2493090033531189 test 28.0 0.14231523871421814 0.07637817412614822 0.06297124922275543 0.0004620435065589845
0.5267281532287598 0.35479235649108887 0.2397339642047882 train 29.0 0.13777637742459775 0.07182905357331038 0.0630006141960621 0.0005119425477460027
0.5322229266166687 0.3441837728023529 0.23721468448638916 test 29.0 0.1460200697183609 0.0752333477139473 0.06806577742099762 0.00037287286249920726
0.5458529591560364 0.3395519256591797 0.2280634194612503 train 30.0 0.13570549748837948 0.0705183207988739 0.06248348038643599 0.00039971593650989234
0.5511748790740967 0.32998353242874146 0.22599095106124878 test 30.0 0.13889440894126892 0.0739097148180008 0.0624847374856472 0.00027071809745393693
0.5647392272949219 0.32630738615989685 0.21773427724838257 train 31.0 0.13321292512118815 0.06907127648591996 0.06163177667185664 0.00033363266265951097
0.5703270435333252 0.31412503123283386 0.2134970724582672 test 31.0 0.13969039916992188 0.07269325852394104 0.06465994566679001 0.0002067407185677439
0.5834833979606628 0.31367069482803345 0.20882892608642578 train 32.0 0.13020728398114442 0.06764922738075256 0.06020747981965542 0.00025192974135279655
0.5893447995185852 0.301907479763031 0.204121932387352 test 32.0 0.1363917887210846 0.0716426894068718 0.06250762939453125 0.00016043856157921255
0.6029852628707886 0.29737362265586853 0.19606183469295502 train 33.0 0.12747441194951534 0.06641405001282692 0.05882940562441945 0.00020654765830840915
0.6081382036209106 0.2903461754322052 0.19449958205223083 test 33.0 0.13811932504177094 0.07043446600437164 0.06553163379430771 0.0001370433164993301
0.6230536103248596 0.2827240228652954 0.1848360151052475 train 34.0 0.12474398594349623 0.06516997180879117 0.0574227406643331 0.0001524395920569077
0.6282694935798645 0.27424126863479614 0.18171674013137817 test 34.0 0.13173234462738037 0.0692051500082016 0.06044440716505051 9.124002099270001e-05
0.6420068740844727 0.2696707546710968 0.175930455327034 train 35.0 0.12294408921152353 0.06390084568411111 0.05694568706676364 0.00012490192602854222
0.6466353535652161 0.26534655690193176 0.1749662309885025 test 35.0 0.13396452367305756 0.06820574402809143 0.06367157399654388 9.284015686716884e-05
0.6608827710151672 0.25733816623687744 0.16671723127365112 train 36.0 0.12070179395377637 0.0628844102844596 0.05574578261002898 9.119659807765856e-05
0.6660602688789368 0.2500816583633423 0.16272884607315063 test 36.0 0.1295841634273529 0.06713467836380005 0.06039705500006676 6.876792758703232e-05
0.6789675951004028 0.2445298433303833 0.1580243855714798 train 37.0 0.11708919405937195 0.061478839814662935 0.053548147436231375 7.690934580750763e-05
0.6835408806800842 0.24273407459259033 0.15771085023880005 test 37.0 0.1287684291601181 0.06612561643123627 0.06055475026369095 8.950516348704696e-05
0.6979416608810425 0.23171785473823547 0.1479475498199463 train 38.0 0.11592111010104418 0.06045813523232937 0.053388886246830226 5.268128006719053e-05
0.7027227878570557 0.22418950498104095 0.14355331659317017 test 38.0 0.12394782155752182 0.0648440420627594 0.05702656880021095 2.6953806809615344e-05
0.7168928384780884 0.21584899723529816 0.13876576721668243 train 39.0 0.11321778539568186 0.0591656600125134 0.051947207748889924 4.588669980876148e-05
0.720714807510376 0.21478380262851715 0.13780124485492706 test 39.0 0.12395169585943222 0.06391077488660812 0.057906121015548706 4.825132782571018e-05
0.7334434986114502 0.20531973242759705 0.13123998045921326 train 40.0 0.11115497518330812 0.057960943691432475 0.051053091697394845 4.475440800888464e-05
0.7374622821807861 0.20103208720684052 0.12855856120586395 test 40.0 0.12331121414899826 0.06288789212703705 0.058242764323949814 3.774302967940457e-05
0.7500011920928955 0.19327619671821594 0.12337517738342285 train 41.0 0.10807772427797317 0.056414867844432594 0.04946989081799984 2.637430043250788e-05
0.7536842226982117 0.19155624508857727 0.12147676944732666 test 41.0 0.12062728404998779 0.061878934502601624 0.05650576576590538 3.7363945011748e-05
0.7667579054832458 0.18210190534591675 0.11607696861028671 train 42.0 0.10560463797301053 0.05527360392734408 0.048069659527391194 2.3829317797208205e-05
0.7700285911560059 0.18183687329292297 0.11631432175636292 test 42.0 0.11669294536113739 0.060939379036426544 0.05343501642346382 2.9140752303646877e-05
0.7824745178222656 0.17113681137561798 0.10859822481870651 train 43.0 0.1041512679308653 0.05441170753911138 0.04740449273958802 2.0030678570037708e-05
0.7852267622947693 0.17597785592079163 0.11126565933227539 test 43.0 0.12032577395439148 0.060096293687820435 0.057831961661577225 4.665316009777598e-05
0.7970278859138489 0.1628732681274414 0.1018340066075325 train 44.0 0.1027111317962408 0.05350646292790771 0.0467946695163846 1.294049980060663e-05
0.7997602224349976 0.16238105297088623 0.10211893916130066 test 44.0 0.11652520298957825 0.05891837179660797 0.05513903871178627 2.4700615540496074e-05
0.8106125593185425 0.15435166656970978 0.09562135487794876 train 45.0 0.10064375512301922 0.05224189469590783 0.045913771633058785 1.1009846275555901e-05
0.8128040432929993 0.15845756232738495 0.0980752483010292 test 45.0 0.11365655064582825 0.05804594233632088 0.0530678816139698 2.9678383725695312e-05
0.8227843046188354 0.14984427392482758 0.09269613772630692 train 46.0 0.09924356415867805 0.05168482027947903 0.04498941395431757 1.4741753147973213e-05
0.8249768614768982 0.15181148052215576 0.09392228722572327 test 46.0 0.11192166805267334 0.057201892137527466 0.05209757387638092 2.8609625587705523e-05
0.8351418375968933 0.1412132978439331 0.0857466608285904 train 47.0 0.09682350642979146 0.05023261504247785 0.0439497884362936 8.202109711419325e-06
0.8370800018310547 0.1454838067293167 0.08914880454540253 test 47.0 0.11052195727825165 0.05641286447644234 0.051406532526016235 2.8821310479543172e-05
0.846184253692627 0.13259020447731018 0.07946754992008209 train 48.0 0.0960239639505744 0.04974991474300623 0.04355608727782965 8.678295671415981e-06
0.8482028245925903 0.1359853297472 0.08246897906064987 test 48.0 0.10825689136981964 0.05534620210528374 0.05013866350054741 1.5558933228021488e-05
0.8570562601089478 0.1270952969789505 0.07608863711357117 train 49.0 0.09324730578809977 0.04839771753177047 0.04205237403512001 6.604524060094263e-06
0.8589432835578918 0.12701724469661713 0.07670264691114426 test 49.0 0.10466759651899338 0.05464388430118561 0.04716908186674118 1.8848946638172492e-05
0.8668066263198853 0.12246423959732056 0.07243400067090988 train 50.0 0.09319453109055757 0.047833037283271554 0.04248271360993385 7.416858807118842e-06
0.8686231374740601 0.12509915232658386 0.07431566715240479 test 50.0 0.10660374909639359 0.0539235845208168 0.04974720999598503 2.0893727196380496e-05
0.8764892220497131 0.11663985997438431 0.06768566370010376 train 51.0 0.09115416202694178 0.04694975735619664 0.04125094460323453 6.24534186499659e-06
0.8781152367591858 0.1211761087179184 0.07180990278720856 test 51.0 0.10537582635879517 0.05352417752146721 0.04883788898587227 3.2079035008791834e-05
0.8844152688980103 0.11272231489419937 0.06452808529138565 train 52.0 0.08949337303638458 0.0460881445556879 0.04037717748433352 4.752114364237059e-06
0.8856222629547119 0.12193053215742111 0.07297784835100174 test 52.0 0.10308325290679932 0.052553217858076096 0.04745129123330116 2.3067952497513033e-05
0.8920760750770569 0.10805011540651321 0.061818577349185944 train 53.0 0.08852960970252752 0.04535920973867178 0.04007638217881322 5.242067800281802e-06
0.8935189247131348 0.1129615306854248 0.06548712402582169 test 53.0 0.10026708245277405 0.05196009948849678 0.04516535624861717 1.851496381277684e-05
0.8989888429641724 0.1038089469075203 0.05866299569606781 train 54.0 0.08842672798782587 0.04513831231743097 0.040126518532633784 1.1857626304845326e-05
0.8999782204627991 0.12019187211990356 0.07245611399412155 test 54.0 0.10307413339614868 0.051702506840229034 0.048159483820199966 3.7458259612321854e-05
0.9054556488990784 0.10168109834194183 0.05593210458755493 train 55.0 0.08650142513215542 0.044270153250545265 0.039014845993369816 4.1570538087398745e-06
0.9068630933761597 0.1061103343963623 0.06065566837787628 test 55.0 0.09984090924263 0.05069667100906372 0.04588804766535759 1.9490031263558194e-05
0.9119990468025208 0.09799719601869583 0.05209355056285858 train 56.0 0.08501180503517389 0.043291017226874826 0.03844185657799244 4.958158569934312e-06
0.9127723574638367 0.1103159710764885 0.06534597277641296 test 56.0 0.09808395802974701 0.05030955746769905 0.04445236921310425 1.9207620425731875e-05
0.9178406596183777 0.09652095288038254 0.05039265379309654 train 57.0 0.0846915764734149 0.0430554791353643 0.03830165825784206 4.521237769949948e-06
0.9190061092376709 0.10025623440742493 0.0559220127761364 test 57.0 0.09923137724399567 0.049852535128593445 0.046002209186553955 2.7438294637249783e-05
0.922698974609375 0.09579279273748398 0.04868444427847862 train 58.0 0.08259660638868808 0.041987741738557814 0.03723034514114261 5.609131221717689e-06
0.9232147932052612 0.10683208703994751 0.060939498245716095 test 58.0 0.0948866680264473 0.04914933443069458 0.04232021048665047 1.669918856350705e-05
0.9278354644775391 0.09335566312074661 0.045981597155332565 train 59.0 0.08235296960920095 0.041670204047113656 0.03725611437112093 2.386079131611041e-06
0.9291064739227295 0.09382016956806183 0.049263689666986465 test 59.0 0.09738888591527939 0.048553917557001114 0.045376017689704895 1.4191536138241645e-05
0.9328182935714722 0.0905316174030304 0.04503528028726578 train 60.0 0.08076540064066648 0.041016786079853776 0.036267733201384544 6.334793852147413e-06
0.9336845874786377 0.09239593893289566 0.049225110560655594 test 60.0 0.0966663658618927 0.04802066832780838 0.045133672654628754 1.3831117939844262e-05
0.9367260336875916 0.08902681618928909 0.04267434775829315 train 61.0 0.0789990983903408 0.0398402881808579 0.03564004534855485 1.907147748170246e-06
0.9374630451202393 0.09432149678468704 0.05123851075768471 test 61.0 0.09727232903242111 0.047711849212646484 0.046012572944164276 1.5045447980810422e-05
0.9404552578926086 0.08890786021947861 0.042717330157756805 train 62.0 0.08004462420940399 0.040456066653132436 0.036026338767260316 7.501208074245369e-06
0.9413509368896484 0.0966574177145958 0.052908141165971756 test 62.0 0.09584641456604004 0.047380898147821426 0.044868770986795425 1.769382470229175e-05
0.9438008069992065 0.09024271368980408 0.04378969967365265 train 63.0 0.0785086777061224 0.03942169770598412 0.03548989570699632 2.4430244138784474e-06
0.9447030425071716 0.09375058114528656 0.0485105887055397 test 63.0 0.09416594356298447 0.04683429375290871 0.04370594397187233 1.3545876754506025e-05
0.94693922996521 0.0868271067738533 0.0400579534471035 train 64.0 0.07879518251866102 0.03950020419433713 0.035662030521780255 1.0206726983597036e-05
0.9475559592247009 0.09324607253074646 0.049692414700984955 test 64.0 0.09254944324493408 0.04654834046959877 0.042342741042375565 1.6574313121964224e-05
0.9495134353637695 0.08619234710931778 0.04042726382613182 train 65.0 0.07707250565290451 0.03858928885310888 0.03481946475803852 2.5128240395133616e-06
0.950175404548645 0.09349612891674042 0.050585050135850906 test 65.0 0.09313873946666718 0.04622969031333923 0.04322323575615883 1.7077019947464578e-05
0.9521579742431641 0.0850977972149849 0.03975319489836693 train 66.0 0.07638670764863491 0.0383002320304513 0.03439403874799609 9.042960300575942e-06
0.9528943300247192 0.09129738807678223 0.04882176220417023 test 66.0 0.09304708242416382 0.045856863260269165 0.043476227670907974 1.2303774383326527e-05
0.9542787075042725 0.08416604995727539 0.04006073623895645 train 67.0 0.07752270139753818 0.03856668947264552 0.03523226249963045 2.4865912564564496e-06
0.9551302194595337 0.0865936353802681 0.046167295426130295 test 67.0 0.0919659361243248 0.04547049477696419 0.04275738075375557 1.30769394672825e-05
0.9566235542297363 0.0814291387796402 0.03716716170310974 train 68.0 0.07525689657777548 0.03739541796967387 0.034118016296997664 4.4338571569824126e-06
0.957249641418457 0.08617515861988068 0.0458378829061985 test 68.0 0.09120815992355347 0.04498551785945892 0.042466435581445694 9.65443359746132e-06
0.9584255218505859 0.08109589666128159 0.03707573562860489 train 69.0 0.07585874050855637 0.03772409185767174 0.03437017421238124 2.3719205728411907e-06
0.9590571522712708 0.08639301359653473 0.04619096964597702 test 69.0 0.0914822518825531 0.04493248835206032 0.042768530547618866 1.3536792721424717e-05
0.9601106643676758 0.07820520550012589 0.03454877808690071 train 70.0 0.07499547619372607 0.03725738422945142 0.03395168026909232 1.9987551240774337e-06
0.9606184363365173 0.08681413531303406 0.04685782641172409 test 70.0 0.09112247824668884 0.04462366923689842 0.04270158335566521 1.3330653018783778e-05
0.9613768458366394 0.08114718645811081 0.03675848990678787 train 71.0 0.07420542184263468 0.03675617836415768 0.03364794380031526 5.257794327917509e-06
0.9620607495307922 0.09125889092683792 0.05069675296545029 test 71.0 0.09074985980987549 0.044762369245290756 0.04216217249631882 1.9328419512021355e-05
0.9627783298492432 0.08179843425750732 0.03654010221362114 train 72.0 0.07303980924189091 0.0361267508007586 0.03309622262604535 2.899413175327936e-06
0.9633944034576416 0.08864142000675201 0.04835832491517067 test 72.0 0.09011343866586685 0.04422653093934059 0.04204892739653587 1.0849153113667853e-05
0.9637836813926697 0.08067859709262848 0.03556099906563759 train 73.0 0.07400909774005413 0.03650191659107804 0.033670244319364426 1.749667262629373e-06
0.964164674282074 0.09221728891134262 0.051130495965480804 test 73.0 0.09005551040172577 0.04417258873581886 0.04203758388757706 1.803950908652041e-05
0.9646565318107605 0.08291405439376831 0.03730681538581848 train 74.0 0.07353423740714789 0.036435415130108596 0.03325856430456042 3.170404170305119e-06
0.9651468396186829 0.08831322938203812 0.04770870879292488 test 74.0 0.08968938887119293 0.043847545981407166 0.0419921875 1.4179238860378973e-05
0.965758740901947 0.0839516893029213 0.03897012397646904 train 75.0 0.07262468785047531 0.035737058706581594 0.03303717197850346 4.801139311894076e-06
0.9662570357322693 0.08654703199863434 0.04494296759366989 test 75.0 0.08948446810245514 0.043662283569574356 0.04195810854434967 1.4672856195829809e-05
0.9667543172836304 0.0813395231962204 0.035344503819942474 train 76.0 0.07221147865056991 0.035473880171775815 0.03287864699959755 5.036359652876854e-06
0.9670218229293823 0.08777858316898346 0.046630166471004486 test 76.0 0.08945368230342865 0.043531034141778946 0.04204892739653587 1.4625905350840185e-05
0.9675368070602417 0.08224702626466751 0.03614027798175812 train 77.0 0.07179384585469961 0.035333871841430664 0.03258573315106332 3.1647678042645566e-06
0.9677000641822815 0.0900154560804367 0.04872835800051689 test 77.0 0.08883573859930038 0.04324529320001602 0.04171876981854439 9.665192919783294e-06
0.9678934216499329 0.08558060973882675 0.03786611557006836 train 78.0 0.07139515560120344 0.03504178514704108 0.032474710838869214 1.8891680610977346e-06
0.9684349298477173 0.09210584312677383 0.050127431750297546 test 78.0 0.0889163687825203 0.043476227670907974 0.04154696688055992 1.6084273738670163e-05
0.968546986579895 0.0870942547917366 0.03895048052072525 train 79.0 0.0722308587282896 0.035482646292075516 0.032855633180588484 2.359757672820706e-06
0.9690386056900024 0.09153074026107788 0.04975758120417595 test 79.0 0.08914290368556976 0.043574828654527664 0.0416615791618824 2.2707901734975167e-05
0.9694018959999084 0.08542438596487045 0.03713780641555786 train 80.0 0.07213040571659804 0.03548782905563712 0.032745682448148725 3.1784086331754224e-06
0.9694944024085999 0.09497368335723877 0.0529598630964756 test 80.0 0.08913261443376541 0.043476227670907974 0.04174162074923515 1.61397983902134e-05
0.9699188470840454 0.08684350550174713 0.03894020989537239 train 81.0 0.07099029216915369 0.034749794937670234 0.032338015269488096 2.776208702925942e-06
0.9702460169792175 0.09407741576433182 0.05171940475702286 test 81.0 0.08900561183691025 0.0431901253759861 0.04190124571323395 1.3714884516957682e-05
0.9698266983032227 0.1004353016614914 0.051294393837451935 train 82.0 0.07309665586799383 0.035844738408923146 0.03333521266467869 1.7428675391784054e-06
0.9704969525337219 0.09948939830064774 0.054231561720371246 test 82.0 0.08838053792715073 0.04349815845489502 0.04095745459198952 2.425229649816174e-05
0.9711787700653076 0.083904929459095 0.033992134034633636 train 83.0 0.07147555239498615 0.03497840594500303 0.032574619399383664 4.802957846550271e-06
0.9701803922653198 0.12025927752256393 0.07159045338630676 test 83.0 0.08900675922632217 0.04344331473112106 0.04162722826004028 3.328383536427282e-05
0.9713720679283142 0.0886162519454956 0.03804696351289749 train 84.0 0.07051610071212053 0.03443936873227358 0.03215761836618185 4.745609203382628e-06
0.9716615676879883 0.0852670818567276 0.0415114089846611 test 84.0 0.08757387101650238 0.04247766360640526 0.04117806255817413 7.686589924560394e-06
0.9719480276107788 0.08786094188690186 0.03594069927930832 train 85.0 0.07029844764620066 0.03427218841388822 0.03210472990758717 5.588435215031495e-06
0.9718197584152222 0.09598870575428009 0.04997517541050911 test 85.0 0.08840619027614594 0.0427127480506897 0.04176446422934532 1.9225632058805786e-05
0.9718724489212036 0.0907343178987503 0.0386219285428524 train 86.0 0.07038141470402479 0.034478037431836125 0.03198039741255343 5.9069852795801125e-06
0.9722095131874084 0.09134312719106674 0.04628809168934822 test 86.0 0.08737346529960632 0.04232021048665047 0.04113171994686127 7.455528702848824e-06
0.9710841178894043 0.10716420412063599 0.05574517697095871 train 87.0 0.07138955984264612 0.03503722008317709 0.03242064518854022 5.586649876931915e-06
0.9717997312545776 0.11360438913106918 0.06563219428062439 test 87.0 0.0882711261510849 0.04297984763979912 0.04135139659047127 2.503301038814243e-05
0.9723027944564819 0.09377951174974442 0.039227236062288284 train 88.0 0.07017598152160645 0.03442560136318207 0.0318158711772412 1.3539530300477054e-05
0.9721967577934265 0.10225580632686615 0.05389184132218361 test 88.0 0.08764249086380005 0.04262334480881691 0.041085321456193924 2.4591388864791952e-05
0.972377359867096 0.09596612304449081 0.04075337573885918 train 89.0 0.06955899521708489 0.03395544006489217 0.031669476581737396 3.035317604371812e-06
0.972107470035553 0.10695068538188934 0.057830601930618286 test 89.0 0.08777191489934921 0.0425337515771389 0.04130524769425392 1.6933330698520876e-05
0.9726672768592834 0.09939228743314743 0.04513534903526306 train 90.0 0.07079920824617147 0.034507051762193444 0.03236263738945126 1.7407035102223745e-06
0.9724153876304626 0.1117430180311203 0.06169755011796951 test 90.0 0.08821507543325424 0.04293544590473175 0.04132832959294319 2.2378791982191615e-05
0.973362147808075 0.09490781277418137 0.03894625976681709 train 91.0 0.068454066850245 0.03335033426992595 0.03116739387623966 3.146711833323934e-06
0.9732707142829895 0.09446577727794647 0.04693382978439331 test 91.0 0.08734557032585144 0.042275119572877884 0.04113171994686127 1.455639267078368e-05
0.9731192588806152 0.09855616837739944 0.043154943734407425 train 92.0 0.07020859736949206 0.03415412390604615 0.03211884167976677 5.082280040369369e-06
0.9727306365966797 0.10716854780912399 0.05741830915212631 test 92.0 0.08644235134124756 0.04215086251497269 0.04035933315753937 1.4107886272540782e-05
0.9731330275535583 0.10183564573526382 0.04543384537100792 train 93.0 0.06888526119291782 0.033482503006234766 0.03146359291858971 3.1181784834188875e-06
0.9728950262069702 0.10950500518083572 0.05950937792658806 test 93.0 0.08744131773710251 0.04241025447845459 0.04109692573547363 2.192251122323796e-05
0.9734230637550354 0.09959957003593445 0.0409538671374321 train 94.0 0.06925373002886773 0.033639130648225546 0.03168180854991078 3.1341514841187745e-06
0.9731011390686035 0.10848033428192139 0.05733976513147354 test 94.0 0.08738451451063156 0.04236525669693947 0.04107371345162392 2.2865226128487848e-05
0.9733883142471313 0.10065114498138428 0.04054839536547661 train 95.0 0.06980547234416008 0.033881392469629644 0.03198624444194138 5.655648692481918e-06
0.9728839993476868 0.11041801422834396 0.058265604078769684 test 95.0 0.08723154664039612 0.04213954880833626 0.0411548987030983 1.647532917559147e-05
0.9735683798789978 0.10307665169239044 0.04420113191008568 train 96.0 0.06958698201924562 0.03372828084975481 0.0319225886836648 9.634602065489162e-06
0.9736723303794861 0.09996151924133301 0.04988819733262062 test 96.0 0.08717767894268036 0.04187848046422005 0.04136292636394501 1.0485291568329558e-05
